CODIGO;DETERMINACIONES;Frecuencia
666341;HLA C Molecular;PE
666401;HLA DQ Molecular;PE
666409;HLA DR Citometría Flujo;PE
666426;HLA DR Molecular;PE
666443;HLA DQA1, DQB1 (DIABETES) PCR;PE
666445;HLA DQ2-DQ8 (CELIAQUIA) PCR;PE
666452;HOMOCISTEINA;PE
666455;HOMOCISTINA, Orina;PE
666486;HOWELL, TEST (Plasma recalcificado, tiempo de-);PE
666529;HTLV-1 Ac;PE
666533;HTLV-1 PCR;PE
666537;HTLV-I/II (Partículas o ELISA);PE
666540;HTLV, Confirmatorio (Western Blot);PE
666554;Hu (ANNA-1) Ac. Anti-;PE
666560;IA 2, Ac. Anti- (Ac. Anti- TIROSINFOSFATASA 2);PE
666570;IDENTIFICACIÓN MICROBIOLÓGICA AUTOMATIZADA.;PE
666572;IDENTIFICACIÓN MICROBIOLÓGICA POR PCR. ;PE
666585;IgA BC - lágrima - INMUNOGLOBULINA A Baja Concentración en lágrima.;PE
666587;IgA BC - LCR - INMUNOGLOBULINA A Baja Concentración en Líquido Céfalo Raquídeo.;PE
666589;IgA BC - saliva - INMUNOGLOBULINA A Baja Concentración en saliva.;PE
666597;IgE BC - INMUNOGLOBULINA E Baja Concentración.;PE
666600;IgE BC - lágrimas - INMUNOGLOBULINA E Baja Concentración en lágrima.;PE
666602;IgE BC - LCR - INMUNOGLOBULINA E Baja Concentración en Líquido Céfalo Raquídeo.;PE
666606;IgE ESPECÍFICA - INMUNOGLOBULINA E ESPECÍFICA.;PE
666614;IgE RAST - INMUNOGLOBULINA E - para antibióticos (incluye Penicilinas);PE
666634;IgG - INMUNOGLOBULINA G, ASOCIADA A PLAQUETAS.;PE
666640;IgG - INMUNOGLOBULINA G, Índice de (LCR/Sérica);PE
666648;IgG - LCR - INMUNOGLOBULINA G en Líquido Céfalo Raquídeo.;PE
666652;IgG - INMUNOGLUBULINA G, INTOLERANCIA ALIMENTICIA (c/u);PE
666657;IgG - INMUNOGLOBULINA G, Subclases (Modulo 4 Subclases);PE
666666;IgM - INMUNOGLOBULINA M, ASOCIADA A PLAQUETAS.;PE
666674;IgM, LCR - INMUNOGLOBULINA M, en Líquido Céfalo Raquídeo.;PE
666676;IgM - INMUNOGLOBULINA M Baja Concentración, en saliva;PE
666691;IL2-R - CD25 receptor soluble;PE
666700;INDICAN;PE
666708;INDICE de INSULINO RESISTENCIA;PE
666711;INDICE de FUNCIÓN RENAL;PE
666713;INDICE de LESIÓN RENAL (ABUMINA / CREATININA) - urinario;PE
666714;INDICE de LESIÓN RENAL (PROTEINAS / CREATININA) - urinario;PE
666717;INDICE de PRODUCCIÓN RETICULOCITARIA;PE
666720;INDICE de RESORCIÓN OSEA;PE
666722;INDICE de RIESGO CARDIOVACULAR ;PE
666725;INFLUENZA A, ANTÍGENO (Ag.);PE
666728;INFLUENZA A, ANTIGENOS (Ags.) - Material: hisopado nasal / faríngeo / aspirados - PCR;PE
666730;INFLUENZA A, ANTIGENOS (Ags.) Suptipo H1N1 - Material: hisopado nasal / faríngeo / aspirados;PE
666732;INFLUENZA A, ANTIGENOS (Ags.) Suptipo H1N1 - Material: hisopado nasal / faríngeo / aspirados - PCR;PE
666734;INFLUENZA A, Ac. IgG Anti-;PE
666742;INFLUENZA A, Ac. IgM Anti-;PE
666751;INFLUENZA B, Ac. IgG Anti-;PE
666760;INFLUENZA B, Ac. IgM Anti-;PE
666768;INFLUENZA B, ANTÍGENO (Ag.);PE
666788;INHIBINA B - sérica;PE
666819;INMUNOCOMPLEJOS CIRCULANTES (CIC);PE
666848;INMUNOFIJACIÓN - LCR;PE
666850;INMUNOFIJACIÓN - sérica;PE
666852;INMUNOFIJACIÓN - urinaria;PE
666856;INMUNOMARCACIÓN EN SANGRE PERIFÉRICA.;PE
666862;INSULINA, Ac. Anti- (Ac. Anti- IAA);PE
666871;INTERFERON GAMMA;PE
666879;INTERLEUQUINA (c/u);PE
666888;IODO-AZIDA Prueba de;PE
666896;IONOGRAMA - materia fecal;PE
666898;IRREGULARES ANTICUERPOS, Identificación. ;PE
666905;ISLOTE LANGERHANS PANCREÁTICOS, Ac. Anti- (ICA);PE
666912;JO-1, Ac. Anti-;PE
666919;KETAMINA - urinaria;PE
666925;KREMER, TEST DE;PE
666930;LA, Ac. Anti- (LA/SSB);PE
666932;LACTOCRITO;PE
666936;LACTOFERRINA.;PE
666939;LACTOSA, TOLERANCIA A LA;PE
666947;LC-1, Ac. Anti- ;PE
666956;LEGIONELLA PNEUMOPHILA, Ac. IgG Anti-;PE
666958;LEGIONELLA PNEUMOPHILA, Ac. IgM Anti-;PE
666970;LEGIONELLA PNEUMOPHILA, Ag.;PE
666975;LEISHMANIA, Ac. Anti-;PE
666978;LEISHMANIA - PCR;PE
666982;LEPTINA;PE
666990;LEPTOSPIRA, Ac. Anti- (ELISA / IFI);PE
666999;LEPTOSPIRA, Ac. Anti- (HAI / macroaglutinación);PE
667007;LEPTOSPIRA, Ac. IgM Anti-;PE
667010;LEPTOSPIRA (Confirmatorio - Microaglutinación);PE
667013;LEPTOSPIRA (cultivo);PE
667027;LEUCINA - sérica (AA) (incluida en el perfil de AA en diferentes matrices - Cromatografía de AA);PE
667059;LEVADURAS SENSIBILIDAD - SCREENING;PE
667064;LEVADURAS TIPIFICACIÓN;PE
667076;LEVODOPA - sérica;PE
667079;LEVODOPA - urinaria;PE
667093;LEVULOSA - semen;PE
667096;LEVULOSA - sérica;PE
667099;LEVULOSA - urinaria;PE
667119;LINDANE;PE
667127;LINFOCITARIO, CULTIVO MIXTO;PE
667153;"LINFOCITOS PERIFÉRICOS ""SRY""";PE
667170;LIPASA - urinaria (Lipasuria);PE
667187;LIPOPROTEINA a - Lp(a);PE
667210;LISOZIMA;PE
667230;LISTERIA, CULTIVO;PE
667240;LISTERIA, Ac. IgM Anti-;PE
667242;LISTERIA - PCR;PE
667260;LIXITOL;PE
667262;LKM, Ac. Anti-;PE
667270;LYNCH, SINDROME DE - GEN MLH1 (MYH);PE
667271;LYNCH, SINDROME DE - GEN MSH2 SECUENCIACIÓN COMPLETA (M2Y);PE
667273;LYNCH, SINDROME DE - GEN MSH6 (M6Y);PE
667274;LYNCH, SINDROME DE - GEN PMS2 (M3Y);PE
667275;LYNCH, SINDROME DE - GEN (MLH1, MSH2, MSH6, PMS2);PE
667278;MACROAMILASA;PE
667284;MACRO CK;PE
667289;MACROPROLACTINEMIA;PE
667300;MAGNESIO - eritrocitario;PE
667304;MAGNESIO - pelo;PE
667315;MAG-SGPG, Ac. IgM;PE
667319;MALATION;PE
667324;MALÓN DIALDEHIDO - TBARS;PE
667338;MANGANESO - pelo;PE
667341;MANGANESO - sérico;PE
667343;MANGANESO - urinario;PE
667349;MAO plaquetario;PE
667353;MARCADORES PRONOSTICOS de LLC (Citometría de flujo);PE
667366;MEMBRANA BASAL, Ac. Anti-;PE
667375;MERCURIO - pelo (Hg-pelo);PE
667392;METACUALONA;PE
667401;METADONA (FPIA);PE
667409;METAHEMOGLOBINA;PE
667426;METANEFRINAS LIBRES - plasmáticas;PE
667435;METANOL - sangre;PE
667439;METAPNEUMOVIRUS HUMANO, Ag. (hMPV);PE
667440;METAPNEUMOVIRUS HUMANO, Ag. (hMPV) - PCR;PE
667443;METIL ETIL CETONA;PE
667449;METIL PARATHION;PE
667454;METIL-TRITIÓN;PE
667460;METILENTETRAHIDROFOLATO REDUCTASA (MTHRT)- PCR;PE
667469;METILNICOTINAMIDA;PE
667477;METIONINA - PRUEBA DE SOBRECARGA (dos determinaciones);PE
667486;METOTREXATO;PE
667489;MICOLOGÍA, CULTIVO DE HONGOS PRODUCTORES DE MICOSIS PROFUNDAS O SISTÉMICAS.;PE
667490;MICOLOGÍA, IDENTIFICACIÓN DE HONGOS PRODUCTORES DE MICOSIS PROFUNDAS O SISTÉMICAS.;PE
667491;MICOLOGÍA, PRUEBA DE SENSIBILIDAD A ANTIFÚNGICOS.;PE
667495;MICROAGREGADO PLAQUETARIOS;PE
667499;MICROARRAYS - ESTUDIO GENETICO;PE
667503;MICROGLOBULINA BETA 2;PE
667520;MICROSPORIDIA INVESTIGACIÓN;PE
667527;MIELOPEROXIDASA, Ac. Ant- (Inmunológica);PE
667529;MIELOPEROXIDASA, (Citoquímica)  ;PE
667537;MIOCARDIO, Ac. Anti-;PE
667546;MIOGLOBINA - sérica;PE
667550;MIOGLOBINA - urinaria;PE
667571;MITOCONDRIAL M2, Ac. Anti- (AMA M2);PE
667580;MONOSACÁRIDOS (Cromatografía);PE
667597;MOPEG (3-METOXI, 4-HIDROXI- FENIL ETIL GLICOL);PE
667606;MUCOPOLISACARIDOS - urinarios (cuantitativo);PE
667614;MUCOSA GÁSTRICA, Ac. Anti- (CELULAS PARIETALES Ac. Anti- (IFI);PE
667621;MUCOSEMEN CRUZADO (método microscópico);PE
667631;MUSCULO ESTRIADO, Ac. Anti-;PE
667636;MuSK, Ac. Anti-;PE
667640;MUTACIONES EN EL DOMINIO TK DEL TRANSCRIPTO BCR-AB;PE
667648;MYCOAVIUM COMPLEX - PCR;PE
667657;MYCOBACTERIA Sp, HEMOCULTIVO;PE
667660;MYCOBACTERIA ATÍPICA - PCR;PE
667669;MYCOBACTERIUM TUBERCULOSIS, DNA - PCR;PE
667674;MYCOBACTERIUM TUBERCULOSIS, en LCR;PE
667691;MYCOPLASMA - UREAPLASMA, Ac. Anti-;PE
667700;MYCOPLASMA - UREAPLASMA, CULTIVO;PE
667708;MYCOPLASMA HOMINIS, CULTIVO - Aislamiento;PE
667717;MYCOPLASMA PNEUMONIAE, Ac. IgM Anti-;PE
667725;MYCOPLASMA PNEUMONIAE, ANTÍGENO (Ag);PE
667734;MYCOPLASMA PNEUMONIAE, cultivo;PE
667736;MYCOPLASMA PNEUMONIAE - PCR;PE
667742;N,N-DIMETILTRIPTAMINA;PE
667751;NEONATAL, 17-HIDROXIPROGESTERONA (17-HO-Pg-Neo);PE
667759;NEONATAL, BIOTINIDASA;PE
667768;NEONATAL, GALACTOSEMIA;PE
667773;NEONATAL, LEUCINA;PE
667775;NEONATAL SCREENENG AMPLIADO POR ESPECTROMETRIA DE MASA EN TANDEM  ;PE
667777;NEONATAL, T.I.R. (TRIPSINA INMUNOREATIVA);PE
667785;NEONATAL, T.S.H.;PE
667794;NEUMOCOCO, Ac. Anti-;PE
667802;NEURON SPECIFIC ENOLASE - NSE;PE
667810;NEUTRÓFILOS, ACTIVIDAD FAGOCITARIA;PE
667828;NIQUEL URINARIO (Ni urinario);PE
667836;NITRÓGENO NO PROTEICO;PE
667840;NMDA, Ac.  IgG Anti- RECEPTOR - LCR;PE
667841;NMDA, Ac.  IgG Anti- RECEPTOR - sangre;PE
667845;NORMETANEFRINA - urinaria;PE
667849;NOROVIRUS;PE
667853;NORTRIPTILINA - sérica;PE
667862;N TELOPÉPTIDOS - COLÁGENO TIPO I (NTX);PE
667871;NUCLEOLO, Ac. Anti-;PE
667882;OPIACEOS - CONFIRMATORIO;PE
667905;ORTO CRESOL (2-metilfenol);PE
667913;ORTO METIL BUFOTENINA;PE
667919;ORTO,O,O - TIETILFOSFOROTOATO;PE
667926;OSMOLALIDAD - urinaria;PE
667939;OSTEOCALCINA;PE
667947;OVARIO, Ac. Anti-;PE
667964;OXICODON A - urinaria;PE
667973;p53 Ac.;PE
667982;p53 mutante;PE
667999;PANEL HEPÁTICO INMUNOLÓGICO;PE
668009;PAPILOMA VIRUS HUMANO - HPV (Carga viral);PE
668011;PAPILOMA VIRUS HUMANO - HPV (Genotipificación - PCR + Hibridización);PE
668018;PAPP-A (PROTEÍNA A PLASMÁTICA ASOCIADA A EMBARAZO);PE
668024;PARA AMINOFENOL;PE
668110;PARACOCCIDIOIDES BRASILIENSIS, Ac. IgG Anti-;PE
668115;PARACOCCIDIOIDES BRASILIENSIS, Ac. IgM Anti-;PE
668127;PARACOCCIDIOIDES SPP, Ac. Anti- Totales;PE
668135;PARAINFLUENZA I, Ac. Anti-;PE
668137;PARAINFLUENZA I, Ac. IgM Anti-;PE
668139;PARAINFLUENZA I, Ag.;PE
668142;PARAINFLUENZA II, Ac. Anti-;PE
668144;PARAINFLUENZA II, Ac. IgM Anti-;PE
668146;PARAINFLUENZA II, Ag.;PE
668149;PARAINFLUENZA III, Ac. Anti-;PE
668151;PARAINFLUENZA III, Ac. IgM Anti-;PE
668153;PARAINFLUENZA III, Ag.;PE
668156;PARANITROFENOL;PE
668158;PARÁSITOS - biopsias o líquidos de punción;PE
668161;PARATHORMONA (PTH) (MOLECULA MEDIA);PE
668170;PARATIÓN;PE
668178;PAROTIDITIS, Ac. IgG Anti-;PE
668187;PAROTIDITIS, Ac. IgM Anti-;PE
668195;PAROTIDITIS, Ac. especif. por FC;PE
668204;PAROTIDITIS, Ac. solubles;PE
668212;PAROTIDITIS, Ag.;PE
668221;PAROTIDITIS, Ag. en LCR;PE
668229;PARVOVIRUS, Ac. IgG Anti-;PE
668238;PARVOVIRUS, Ac. IgM Anti-;PE
668241;PARVOVIRUS B19 - PCR;PE
668250;PENFIGOIDE Ac. Anti- (MEMBRANA BASAL EN PIEL Ac. Anti-);PE
668272;PENTACLOROFENOL;PE
668281;PEPTIDO C;PE
668284;PÉPTIDO CITRULINADO CICLICO - Ac. Anti- IgG (Ac. Anti- CCP / PCC);PE
668286;PEPTIDO INTESTINAL VASOACTIVO (VIP);PE
668289;PÉPTIDO PROCOLÁGENO;PE
668298;PERFIL LIPÍDICO;PE
668304;PERFIL MINERAL - en cabello;PE
668306;PERFIL MINERAL - en orina;PE
668315;PEROXIDASA TIROIDEO, Ac. Anti- (ATPO / TPO);PE
668327;PESTICIDAS NITROGENADOS - c/u;PE
668332;PESTICIDAS ORGANOCLORADOS (plaguicidas), urinarios;PE
668337;PESTICIDAS ORGANOFOSFORADOS (plaguicidas - parathion) - plasmáticos;PE
668348;PIRIDINOLINA;PE
668358;PLAQUETARIA ADHESIVIDAD;PE
668366;PLAQUETARIA AGREGACION (con 6 inductores);PE
668375;PLAQUETAS, Ac. Anti-;PE
668379;PLASMA RICO EN PLAQUETAS, PREPARACIÓN DE (PRP);PE
668383;PLASMINÓGENO;PE
668385;PLASMINÓGENO, ACTIVADOR TISULAR de - t-PA (Biológico-Inmunológico)             : t-PA;PE
668387;PLASMINÓGENO, INHIBIDOR del ACTIVADOR TISULAR del (PAI - AIP) (Molecular)           : PAI  4G/5G;PE
668393;PLASMODIUM SP, Antígeno.;PE
668397;PLATA (Ag) - sérica;PE
668400;PLATA (Ag) - urinaria;PE
668409;PLOMO (Pb) - pelo;PE
668418;PM-1, Ac. Anti-;PE
668426;PNEUMOCYSTIS CARINII, IFD;PE
668435;PODER BACTERICIDA DEL SUERO (PBS);PE
668440;PODER INHIBITORIO DEL SUERO (P.I.S.);PE
668446;POLICLOROBIFENILOS;PE
668450;POLIMORFISMO IL 28B;PE
668460;POLIMORFONUCLEARES, Quimiotáxis;PE
668463;POLIOMAVIRUS BK, Carga viral - sangre u orina;PE
668464;POLIOMAVIRUS BK, PCR - sangre u orina;PE
668466;POLIOMAVIRUS JC, Carga viral - sangre u orina;PE
668467;POLIOMAVIRUS JC,  PCR - LCR;PE
668469;POLIQUISTOSIS RENAL - PCR;PE
668486;PORFIRINAS - séricas;PE
668489;PORFIRINAS, INDICE de - plasmáticas;PE
668493;PORFIRINAS TOTALES - eritrocitarias;PE
668529;PORFOBILINÓGENO (Cuantitativo) - urinario;PE
668537;POTASIO - eritrocitario;PE
668546;PREALBÚMINA;PE
668554;Pro BNP - proHORMONA PEPTIDO NATRIURÉTICO CEREBRAL N-Terminal (NT-ProBNP);PE
668563;PROCALCITONINA;PE
668571;PROINSULINA - plasmática;PE
668580;PROGESTERONA 17-HIDROXI (17-OH-Pg);PE
668584;PROMETRYN;PE
668588;PROPAZINA;PE
668597;PROPOXIFENO - NORPROPOXIFENO;PE
668606;PROTEÍNA BÁSICA de MIELINA;PE
668614;PROTEÍNA C FUNCIONAL - Cromogénico;PE
668623;PROTEÍNA C REACTIVA - ULTRASENSIBLE (PCRus);PE
668627;PROTEÍNA del EPIDÍDIMO HUMANO 4 (HE4);PE
668631;PROTEÍNA S Libre = Inmunoturbidimétrio;PE
668640;PROTEÍNA S Total;PE
668648;PROTEÍNA S Funcional = coagulométrico;PE
668656;PROTEINASA 3 (PR3), Ac. Anti-;PE
668682;PROTOPORFIRINA ERITROCITARIA LIBRE (FEP), ZINC PROTOPORFIRINA (ZPP o ZP);PE
668691;PROTROMBINA 20.210;PE
668710;PSEUDOMONAS, Ac. Anti-;PE
668734;QUERATINOCITOS (PIEL) Ac. Anti-;PE
668768;QUINIDINA;PE
668780;REARREGLO DEL IGH/FGFR3, Estudio para (FISH);PE
668783;REARREGLO DEL IGH/MAF, Estudio para (FISH);PE
668794;REARREGLO DEL TcR (citrometría de flujo);PE
668800;RECEPTOR de FSH, Ac. Anti- (RFSH);PE
668802;RECEPTOR de TSH, Ac. Anti- (TRAB's o TRAB o TBII);PE
668813;RECEPTORES HORMONALES INDICE DE PROLIFERACIÓN;PE
668816;RECEPTOR SOLUBLE DE TRANSFERRINA (sTRF);PE
668819;RENINA-ANGIOTENSINA / RENINA ACTIVA;PE
668828;RESISTENCIA a la PROTEÍNA C ACTIVADA;PE
668836;RETICULINA, Ac. Anti- (ARA);PE
668845;RETINA, Ac. Anti-;PE
668853;Ri (ANNA-2), Ac. Anti- (NEURONAL NUCLEAR-2);PE
668860;RIBOSOMAL, Ac. Anti- Proteina P (Anti-Riv P);PE
668870;RICKETTSIAS PROWAZEKII, Ac. IgG Anti-;PE
668874;RICKETTSIAS TYPHI, Ac. IgG Anti-;PE
668878;RINOVIRUS, Ag.;PE
668882;RISPERIDONA;PE
668888;RNA, Ac. Anti-;PE
668896;RNP, Ac. Anti- (RIBONUCLEOPROTEINAS);PE
668905;Ro, Ac. Anti- (Ro/SSA);PE
668918;ROSA de BENGALA;PE
668930;ROTAVIRUS - AG -AC- MN (ELISA);PE
668934;ROTAVIRUS - AcC-;PE
668939;ROTAVIRUS, Ag.;PE
668947;SACAROSA;PE
668954;SACCHAROMYSES CEREVISIAE, Ac. Anti- IgA (ASCA);PE
668956;SACCHAROMYSES CEREVISIAE, Ac. Anti- IgG (ASCA);PE
668964;SALIVA, Ex. Físico-Químico;PE
668977;SANGRIA, TIEMPO DE - Método de Ivy;PE
668982;SARAMPION, Ac. IgG Anti-;PE
668990;SARAMPION, Ac. IgM Anti-;PE
668999;SCLERODERMIA - SCL 70, Ac. Anti-;PE
669007;SCORE de MOCO;PE
669016;SELENIO (AA) - sérico;PE
669019;SELENIO - urinario;PE
669026;SENSIBILIDAD ALIMENTARIA, PANEL de Ac. IgG Anti-  ;PE
669030;SERINA - plasmática;PE
669032;SERINA - plasmática - (PANEO COMPLETO);PE
669039;SEROTONINA, GEN TRANSPORTADOR de;PE
669041;SEROTONINA - plaquetaria;PE
669045;SEROTONINA - urinaria;PE
669054;SIFILIS (ELISA);PE
669055;SIFILIS (ELISA RECOMBINANTE);PE
669058;SILICIO - esputo;PE
669067;SIMANZINA;PE
669076;SINCICIAL RESPIRATORIO, Ac. IgG Anti-;PE
669084;SINCICIAL RESPIRATORIO, Ac. IgM Anti-;PE
669093;SINCICIAL RESPIRATORIO, ANTIGENO (Ag.);PE
669101;SÍNDROMES LINFOPROLIFERATIVOS - FENOTIPIFICACIÓN (Inmunotipificación);PE
669102;SÍNDROMES MIELOPROLIFERATIVOS - FENOTIPIFICACIÓN.- Jak 2 (JANUS QUINASA 2) - mutación: V617F;PE
669103;SÍNDROMES MIELOPROLIFERATIVOS - FENOTIPIFICACIÓN.- Jak 2 (JANUS QUINASA 2) – secuenciación exón 12;PE
669104;SÍNDROMES MIELOPROLIFERATIVOS - FENOTIPIFICACIÓN.- MPL (cada mutación);PE
669105;SIROLIMUS, DROGA CITOSTÁTICA - RAPAMICINA;PE
669110;SM, Ac. Anti-;PE
669118;SOMATOMEDINA C- IGFB1;PE
669120;SOMATOMEDINA - IGFBP-3 - (Insulin Like Growth Factor Bind, Prot 3);PE
669127;SREPTOCOCCUS BETA-HEMOLÍTICO Grupo B - Prenatal (anal/vaginal);PE
669129;STAPHYLOCOCCUS AUREUS METICILINO RESISTENTE - PCR o similar;PE
669132;STREPTOCOCCUS GRUPO B, Ag. - sérico;PE
669135;STREPTOCOCCUS GRUPO B, Ag. - urinario;PE
669157;STREPTOCOCCUS PNEUMONIAE, Ag. - esputo;PE
669161;STREPTOCOCCUS PNEUMONIAE, Ag. - sérico;PE
669164;STREPTOCOCCUS PNEUMONIAE, Ag. - urinario;PE
669170;STREPTOCOCCUS PNEUMONIAE - PCR;PE
669180;STREPTOZYME, TEST (ESTREPTOZIMA);PE
669187;SUBUNIDAD Alfa HIPOFISIARIA;PE
669195;SUCCINIL ACETONA - urinaria;PE
669204;SUCCINIL PURINAS;PE
669212;SUCROSA, TEST DE;PE
669223;SUDOR, TEST CONFIRMATORIO.;PE
669229;SULFAHEMOGLOBINA POR COOXIMETRIA;PE
669238;SULFATOS - urinarios;PE
669246;SULFOTEP;PE
669255;SUPERÓXIDO DISMUTASA (S.O.D.) - sérica;PE
669265;SUSTANCIA INTERCELULAR Ac Anti;PE
669270;TAENIA SOLIUM - Ac. Anti- IgG;PE
669281;TALASEMIAS, Beta-Mutaciones;PE
669293;TALIO - pelo;PE
669306;Tdt - Citometría de Flujo;PE
669309;TERBUITRYN;PE
669311;TERBUTHYLAZINA;PE
669314;TEST de DESENSIBILIZACIÓN TESTICULAR;PE
669332;TEST de NITRO BLUE TETRAZOLIUM con Estimulación (Test - NBTS);PE
669349;TEST DE NITRO BLUE TETRAZOLIUM (Test - NBT);PE
669358;TEST DE NUGENT - sérico;PE
669366;TESTOSTERONA DEHIDRO (DHT);PE
669375;TESTOSTERONA LIBRE (To-L);PE
669383;TESTOSTERONA - urinaria;PE
669409;TIOCIANATOS - urinarios;PE
669417;TIOCIANATOS - séricos;PE
669426;TIONACINA;PE
669434;TIOSULFATOS - urinarios;PE
669443;TIROGLOBULINA (TGs);PE
669464;TIROGLOBULINA - líquido de punción (TG LP);PE
669477;TIROSINA (Aminoácido - A. Ác.);PE
669486;TITULACIÓN de ANTICUERPO VIII (Met..Biol.);PE
669494;TOXINA BOTULÍNICA, Ac.;PE
669503;TOXINA SHIGA o VEROTOXINAS - ESCHERICCIA COLI (c/u) - PCR;PE
669511;TOXOCARA CANIS, Ac. IgG Anti-;PE
669514;TOXOCARA CANIS, Ac. IgM Anti-;PE
669538;TOXOIDE TETÁNICO, Ac. Anti-;PE
669561;TOXOPLASMOSIS, Ac. IgA Anti-;PE
669565;TOXOPLASMOSIS, Ac. IgA ISAGA Anti-;PE
669571;TOXOPLASMOSIS, Ac. IgG Anti- (ELISA);PE
669575;TOXOPLASMOSIS, Ac. IgG Anti- (Test de avidez);PE
669580;TOXOPLASMOSIS, Ac. IgM Anti- (ELISA);PE
669588;TOXOPLASMOSIS, Ac. IgM Anti- (IFI);PE
669591;TOXOPLASMOSIS - PCR;PE
669597;t-PA INMUNOLÓGICO;PE
669622;TRANSGLUTAMINASA, Ac. IgA Anti- (TGA);PE
669631;TRANSGLUTAMINASA, Ac. IgG Anti- (TGG);PE
669637;TRANSLOCACIÓN, varias - cualitativa (c/u);PE
669642;TRANSLOCACIÓN, varios - cuantitativa (c/u);PE
669644;TREPONEMA PALLIDUM, FTA ABS, Ac. IgM Anti-;PE
669647;TRICHINELLA SPIRALIS, Ac. IgG Anti-/Ac. Totales;PE
669649;TRICHINELLA SPIRALIS, Ac. IgM Anti-;PE
669653;TRICHOMONAS, Cultivo para-;PE
669657;TRICLOROETANOL;PE
669661;TRIIODOTIRONINA Libre (T3L);PE
669672;TRIPLE TEST;PE
669682;TRIPSINA, Ac. Anti-;PE
669691;TRIPTOFANO;PE
669716;TROMBOFILIA, Panel básico;PE
669725;TROPONINA I -TnI;PE
669734;TROPONINA T (cualitativo) - TnT-cuali;PE
669735;TROPONINA T (cuantitativo) TnT-cuanti;PE
669747;TUMOR, Necrosis Factor;PE
669759;UREAPLASMA UREALÍTICUM (Cultivo).;PE
669768;UROPORFIRINAS - materia fecal;PE
669780;VACUNA LINFOCITARIA;PE
669787;VAGINAL, BALANCE DEL CONTENIDO (BACOVA);PE
669790;VANADIO, plasmático o uriniario.;PE
669793;VANCOMICINA;PE
669810;VARICELA ZOSTER, Ac. IgM Anti-;PE
669819;VARICELA ZOSTER, Ac. IgG Anti-;PE
669828;VARICELA ZOSTER, Ag.;PE
669834;VARICELA ZOSTER - DNA (PCR);PE
669846;VIGABATRINA;PE
669853;VIRUS-JUNIN, Ac. Anti- IgG (FHA);PE
669858;VIRUS-JUNIN, Ac. Anti- IgM (FHA);PE
669870;VISCOSIDAD PLASMÁTICA;PE
669879;VITAMINA B1 (TIAMINA);PE
669887;VITAMINA B6 (PIRIDOXINA);PE
669896;VITAMINA C (líquido seminal);PE
669898;VITAMINA C (plaquetaria);PE
669905;VITAMINA D  (1,25-DIHIDROXICOLECALCIFEROL O CALCITRIOL - 1,25-VITAMINA D;PE
669909;VITAMINA D2 + D3  (ERGOCALCIFEROL + 25-HIDROXICALCIFEROL O COLECALCIFEROL);PE
669913;VITAMINA D3 (25-HIDROXICALCIFEROL O COLECALCIFEROL);PE
669930;VLDL-COLESTEROL, LIPOPROTEINA DE MUY BAJA DENSIDAD.;PE
669939;XANTINA;PE
669947;YERSINIA ENTEROCOLITICA, CULTIVO;PE
669960;Yo (PCA-1), Ac. Anti- ;PE
669973;ZAP 70;PE
669978;ZIKA, virus (PCR);PE
669984;ZINC - pelo (Zn-pelo);PE
669987;ZINC - semen (Zn-semen);PE
669990;ZINC - urinario (Zn-urinario);PE
