codigo_c;PRESTACIONES ;valor;codigo;Nomenclador;Clasificación;Coseguro
663922;COMPLEMENTO C1Q (PROTEINA 11S);25592;663922;NBU;BAJA;10000
663926;COMPLEMENTO C2;0;663926;NBU;BAJA;10000
663939;CONCENTRACION BACTERICIDA MINIMA (CBM);25592;663939;NBU;BAJA;10000
663948;CONCENTRACION INHIBITORIA MINIMA (CIM);25592;663948;NBU;BAJA;10000
663953;"CONEXINA 26 -  MUTACIONES 35DELG (GJB2) O CX26 -
PCR PARA SORDERA HEREDITARIA NO SINDROMICA";70378;663953;NBU;BAJA;10000
663955;CONEXINA 26 - SECUENCIACION - PCR;105110;663955;NBU;BAJA;10000
663960;COPROPORFIRINAS - ERITROCITARIAS;13710;663960;NBU;BAJA;10000
663964;COREA DE HUNTINGTON - PCR;457000;663964;NBU;BAJA;10000
663969;CORONAVIRUS (COVID-19) - SARS-COV-2 - AC. ANTI- IGA;36560;663969;NBU;BAJA;10000
663970;CORONAVIRUS (COVID-19) - SARS-COV-2 - AC. ANTI- IGG;36560;663970;NBU;BAJA;10000
663971;CORONAVIRUS (COVID-19) - SARS-COV-2 - AC. ANTI- IGM;36560;663971;NBU;BAJA;10000
663972;CORONAVIRUS (COVID-19) - SARS-COV-2 - AC. TOTALES;36560;663972;NBU;BAJA;10000
663978;CORONAVIRUS (COVID-19) - SARS-COV-2 – RT-PCR;137100;663978;NBU;BAJA;10000
663982;CORPUSCULOS METACROMATICOS - URINARIO;9140;663982;NBU;BAJA;10000
663994;CORRECCION C/PLASMA NORMAL - APTT;22850;663994;NBU;BAJA;10000
663996;CORRECCION C/PLASMA NORMAL - TP;22850;663996;NBU;BAJA;10000
664002;CORTEX ADRENAL, AC. ANTI- (A.A.C.A);0;664002;NBU;BAJA;10000
664008;CORTISOL LIBRE - URINARIO (CLU);10968;664008;NBU;BAJA;10000
664012;CORTISOL - SALIVAL;10968;664012;NBU;BAJA;10000
664033;COTININA - SERICA;22850;664033;NBU;BAJA;10000
664035;COTININA - URINARIA;22850;664035;NBU;BAJA;10000
664050;ACIDO AMINOLEVULINICO-DH  (ALADH);27420;664050;NBU;BAJA;10000
664059;COXIELLA BURNETTI, AC. IGM ANTI-;27420;664059;NBU;BAJA;10000
664068;COXSACKIE VIRUS A, 2-7-9, AC. ANTI- (C/U);17366;664068;NBU;BAJA;10000
664076;COXSACKIE VIRUS B, 1-2-3-4-5-6, AG. (C/U);17366;664076;NBU;BAJA;10000
664085;COXSACKIE VIRUS B, 1-2-3-4-5-6, AC. ANTI- (POOL);17366;664085;NBU;BAJA;10000
664093;COXSACKIE VIRUS B, 1-2-3-4-5-6, AC. ANTI- (C/U);17366;664093;NBU;BAJA;10000
664102;COXSACKIE VIRUS B, 1-2-3-4-5-6, AC. IGM ANTI- (C/U);21022;664102;NBU;BAJA;10000
664105;CREATINA - SERICA;9140;664105;NBU;BAJA;10000
664106;CREATINA - URINARIA;9140;664106;NBU;BAJA;10000
664110;CRIOCRITO;9140;664110;NBU;BAJA;10000
664119;CRIOFIBRINOGENO;9140;664119;NBU;BAJA;10000
664125;CRISTALIZACION EN LAGRIMAS;6398;664125;NBU;BAJA;10000
664132;CROMO (CR)- PELO;20108;664132;NBU;BAJA;10000
664134;CROMO (CR) - SERICO;18280;664134;NBU;BAJA;10000
664136;CROMO (CR) - URINARIO;18280;664136;NBU;BAJA;10000
664141;CROMOGRANINA A;137100;664141;NBU;BAJA;10000
664143;CROMOSOMA, ALTERACIONES DEL (C/U) DELECCION CROMOSOMA 13 (FISH);374740;664143;NBU;BAJA;10000
664144;CROMOSOMA, ALTERACIONES DEL (C/U) - DELECCION 17 P53 - (FISH);374740;664144;NBU;BAJA;10000
664145;CROMOSOMA, ALTERACIONES DEL (C/U) DELECCION CROMOSOMA 6 MYB (FISH);374740;664145;NBU;BAJA;10000
664146;CROMOSOMA, ALTERACIONES DEL (C/U) DELECCION C11 ATM-5Q-7Q - GEN ATM (FISH);374740;664146;NBU;BAJA;10000
664147;CROMOSOMA, ALTERACIONES DEL (C/U) TRISOMIA 12 - CENTROMERO 12 (FISH);374740;664147;NBU;BAJA;10000
664150;CROMOSOMA FILADELFIA - PCR - LMC -;201080;664150;NBU;BAJA;10000
664155;CROMOSOMA X, FRAGILIDAD - PCR;228500;664155;NBU;BAJA;10000
664160;CROMOSOMA X, FISH;228500;664160;NBU;BAJA;10000
664165;CROMOSOMA Y, DELECCIONES DEL;251350;664165;NBU;BAJA;10000
664187;CROSS MATCH, AUTOLOGO - CITOM. DE FLUJO;191940;664187;NBU;BAJA;10000
664190;CROSS MATCH, AUTOLOGO - LINFOTOXICIDAD;50270;664190;NBU;BAJA;10000
664196;CROSS MATCH, CONTRA PANEL;376568;664196;NBU;BAJA;10000
664204;CROSS MATCH, DONANTE - CITOM. DE FLUJO;210220;664204;NBU;BAJA;10000
664213;CROSS MATCH, DONANTE - LINFOTOXICIDAD;59410;664213;NBU;BAJA;10000
664221;CROSS MATCH, DTT;59410;664221;NBU;BAJA;10000
664230;CROSS MATCH, MATRIMONIAL - CITOMETRIA DE FLUJO;274200;664230;NBU;BAJA;10000
664240;CROSS MATCH, PACIENTE HIPERSENSIBILIZADO;100540;664240;NBU;BAJA;10000
664256;CRYPTOSPORIDIUM SP,;13710;664256;NBU;BAJA;10000
664264;FOSFOLIPIDICOS, AC IGM;36560;664264;NBU;BAJA;10000
664266;"CRYPTOCOCCUS NEOFORMANS, AG. (MICROSCOPIA -
TINTA CHINA)";7312;664266;NBU;BAJA;10000
664290;CUERPOS REDUCTORES;6398;664290;NBU;BAJA;10000
664307;4,4' -DDD (P,P' -DDD) - 4,4'- DICLORODIFENILDICLOROETANO;54840;664307;NBU;BAJA;10000
664315;4,4' -DDE (P,P' - DDE) - 4,4'- DICLORODIFENILDICLOROETILENO;54840;664315;NBU;BAJA;10000
664324;4,4' -DDT (P,P' -DDT) - 4,4'- DICLORODIFENILTRICLOROETANO;54840;664324;NBU;BAJA;10000
664333;DEGRANULACION DE BASOFILOS - TEST DE ACTIVACION DE BASOFILOS;438720;664333;NBU;BAJA;10000
664340;DEHIDROEPIANDROSTERONA;18280;664340;NBU;BAJA;10000
664350;"DELTA-BHC (?-HCH) - DELTA-HEXACLORURO DE BENCENO
- DELTA-HEXACLORAN - DELTA-LINDANO - DELTA- 1,2,3,4,5,6-HEXACLOROCICLOHEXANO";54840;664350;NBU;BAJA;10000
664361;DENGUE, AC. ANTI- IGG;31990;664361;NBU;BAJA;10000
664363;DENGUE, AC. ANTI- IGM;31990;664363;NBU;BAJA;10000
664365;DENGUE, ACS. ANTI- IGG E IGM (CUALITATIVO);31990;664365;NBU;BAJA;10000
664367;DENGUE, AG. - ELISA;31990;664367;NBU;BAJA;10000
664369;DENGUE - PCR;100540;664369;NBU;BAJA;10000
664370;DENGUE - SEROTIPIFICACION;118820;664370;NBU;BAJA;10000
664375;DEOXIPIRIDINOLINAS (DPD);25592;664375;NBU;BAJA;10000
664384;DESIPRAMINA;21936;664384;NBU;BAJA;10000
664387;DESMOGLEINA, AC. ANTI- AG. 1 Y 3 IGG;100540;664387;NBU;BAJA;10000
664388;DIAZINON;54840;664388;NBU;BAJA;10000
664392;DIELDRIN;54840;664392;NBU;BAJA;10000
664418;DIMERO-D;31990;664418;NBU;BAJA;10000
664435;DIMETOATO;54840;664435;NBU;BAJA;10000
664444;DIMETOXIFENILETILAMINA, 3,4- (DMFA);17366;664444;NBU;BAJA;10000
664452;DISULFOTON;54840;664452;NBU;BAJA;10000
664461;DNA, SS - CADENA SIMPLE (DNASS);31990;664461;NBU;BAJA;10000
664469;DNA, DESNATURALIZADO, AC. ANTI -;36560;664469;NBU;BAJA;10000
664478;DNA, MUESTRA FORENSE;1279600;664478;NBU;BAJA;10000
664503;DOPAMINA, TOTAL - SERICA;18280;664503;NBU;BAJA;10000
664512;DOPAMINA LIBRE - URINARIA;18280;664512;NBU;BAJA;10000
664521;DOXEPINA;22850;664521;NBU;BAJA;10000
664546;ECHINOCOCCUS GRANULOSOS, AC. IGG ANTI-;21022;664546;NBU;BAJA;10000
664549;ECHINOCOCCUS GRANULOSOS, AC. IGM ANTI-;22850;664549;NBU;BAJA;10000
664563;ECHO COXSACKIE, 1-6 AC. IGG ANTI-;21936;664563;NBU;BAJA;10000
664566;ECHO COXSACKIE, 1-6 IGM;25592;664566;NBU;BAJA;10000
664580;ECHOVIRUS, AC. IGG ANTI-;27420;664580;NBU;BAJA;10000
664583;ECHOVIRUS, AC. IGM ANTI-;27420;664583;NBU;BAJA;10000
664590;ECTOPARASITOS, BUSQUEDA E IDENTIFICACION;22850;664590;NBU;BAJA;10000
664600;ELASTASA PANCREATICA;109680;664600;NBU;BAJA;10000
664615;EMBRIOTOXICIDAD, BIOENSAYO;0;664615;NBU;BAJA;10000
664623;ENA, AC. ANTI- (ANTIGENOS NUCLEARES EXTRAIDOS, AC. ANTI- ) - (SSA, SSB, SM, RNP O U1RNP);45700;664623;NBU;BAJA;10000
664632;ENDOMISIO, AC. IGA ANTI- (EMA IGA);22850;664632;NBU;BAJA;10000
664640;ENDOMISIO, AC. IGG ANTI- (EMA IGG);22850;664640;NBU;BAJA;10000
664648;ENDOSULFAN I;54840;664648;NBU;BAJA;10000
664649;ENDOSULFAN II;54840;664649;NBU;BAJA;10000
664652;ENDOSULFAN SULFATO;54840;664652;NBU;BAJA;10000
664666;ENDRIN;54840;664666;NBU;BAJA;10000
664668;ENDRIN ALDEHIDO;0;664668;NBU;BAJA;10000
664674;ENTAMOEBA HISTOLYTICA, AC. IGG ANTI-;36560;664674;NBU;BAJA;10000
664677;ENTAMOEBA HISTOLYTICA, AC. IGM ANTI-;36560;664677;NBU;BAJA;10000
664682;ENTEROCOCOS VANCOMICINA RESISTENTE - PCR;86830;664682;NBU;BAJA;10000
664691;ENTEROVIRUS - PCR;82260;664691;NBU;BAJA;10000
664700;ENZIMA CONVERTIDORA DE ANGIOTENSINA (ECA);36560;664700;NBU;BAJA;10000
664709;EPSTEIN BARR, ANTI- EBNA (EPSTEIN BARR NUCLEAR ASSOCIATED ANTIGEN);36560;664709;NBU;BAJA;10000
664717;EPSTEIN BARR, DETECCION CUANTITATIVA - PCR;137100;664717;NBU;BAJA;10000
664726;EPSTEIN BARR, EARLY ANTIG. AC;27420;664726;NBU;BAJA;10000
664728;EPSTEIN BARR, DETECCION CUALITATIVA - PCR;82260;664728;NBU;BAJA;10000
664734;ERITROPOYETINA (EPO);41130;664734;NBU;BAJA;10000
664738;ESCHERICHIA COLI - ENTEROPATOGENA - PCR;86830;664738;NBU;BAJA;10000
664749;ESPERMA, AC. ANTI- ESPERMATOZOIDES (DIRECTO);13710;664749;NBU;BAJA;10000
664755;ESPERMA, AC. ANTI- ESPERMATOZOIDES (INDIRECTO);13710;664755;NBU;BAJA;10000
664775;ESPERMA, CELULAS REDONDAS CON DIFERENCIACION DE PEROXIDASAS;9140;664775;NBU;BAJA;10000
664778;ESPERMA, CELULAS REDONDAS TOTALES EN SEMEN;4570;664778;NBU;BAJA;10000
664793;"ESPERMA, CONDENSACION NUCLEAR DE LA
CROMATINA (AZUL ANILINA, TINCION)";22850;664793;NBU;BAJA;10000
664811;ESPERMA, DIGESTION EN GELATINA ACROSOMICA;18280;664811;NBU;BAJA;10000
664823;ESPERMA, ESPERMATOZOIDES EN ORINA, ESTUDIO DE RETROEYACULACION;9140;664823;NBU;BAJA;10000
664825;ESPERMA, ESPERMATOZOIDES DE ORINA, RECUPERACION PARA SELECCION  DIAGNOSTICA;54840;664825;NBU;BAJA;10000
664827;ESPERMA, ESPERMATOZOIDES DE ORINA, RECUPERACION PARA SELECCION  EN INSEMINACION;109680;664827;NBU;BAJA;10000
664838;ESPERMA, HETEROGENEIDAD CROMATINICA (NARANJA DE ACRIDINA);18280;664838;NBU;BAJA;10000
664846;ESPERMA, INDICE DE TERATOZOOSPERMIA;18280;664846;NBU;BAJA;10000
664858;ESPERMA - MODULO I (ESPERMOGRAMA COMPLETO);44786;664858;NBU;BAJA;10000
664860;ESPERMA - MODULO II;97798;664860;NBU;BAJA;10000
664868;ESPERMA, MORFOLOGIA CRITERIO ESTRICTO (OMS 2010 - MORFOLOGIA KRUGER);9140;664868;NBU;BAJA;10000
664878;ESPERMA, PRUEBA DE SOBREVIDA ESPERMATICA;9140;664878;NBU;BAJA;10000
664889;ESPERMA, RECUENTO DE ESPERMATOZOIDES;5484;664889;NBU;BAJA;10000
664923;ESPERMA, SELECCION DE GRADIENTES (DIAGNOSTICO);54840;664923;NBU;BAJA;10000
664930;ESPERMA, SELECCION DE GRADIENTES (INSEMINACION);91400;664930;NBU;BAJA;10000
664941;ESPERMA, SWIM UP (DIAGNOSTICO);54840;664941;NBU;BAJA;10000
664949;ESPERMA, SWIM UP (INSEMINACION);91400;664949;NBU;BAJA;10000
664964;ESPERMA, TEST DE FRAGMENTACION DE ADN ESPERMATICO;100540;664964;NBU;BAJA;10000
664971;ESPERMA, TEST DE HIPERACTIVACION;20108;664971;NBU;BAJA;10000
664978;ESPERMA, TEST DE MOST;68550;664978;NBU;BAJA;10000
664985;ESPERMA, TEST HIPOSMOTICO;7312;664985;NBU;BAJA;10000
664999;ESTEATOCRITO (GRASAS - MATERIA FECAL);8226;664999;NBU;BAJA;10000
665008;ESTIRENO;14624;665008;NBU;BAJA;10000
665016;ESTRADIOL BIODISPONIBLE (E2 BIODISPONIBLE);22850;665016;NBU;BAJA;10000
665033;ESTRIOL LIBRE - SERICO;31990;665033;NBU;BAJA;10000
665043;ETION;54840;665043;NBU;BAJA;10000
665050;EUGLOBULINAS, LISIS DE (PRE Y POST-ISQUEMIA);13710;665050;NBU;BAJA;10000
665053;EVEROLIMUS;82260;665053;NBU;BAJA;10000
665055;EXTASIS - MDMA (INMUNOENSAYO);41130;665055;NBU;BAJA;10000
665059;FACTOR DE COAGULACION II;31990;665059;NBU;BAJA;10000
665067;FACTOR DE COAGULACION XI;31990;665067;NBU;BAJA;10000
665076;FACTOR DE COAGULACION XII;31990;665076;NBU;BAJA;10000
665077;FACTOR DE COAGULACION XIII;31990;665077;NBU;BAJA;10000
665085;FACTOR INTRINSECO, AC. ANTI-;50270;665085;NBU;BAJA;10000
665093;FACTOR REUMATOIDEO (NEFELOMETRIA);14624;665093;NBU;BAJA;10000
665102;FACTOR V LEIDEN - PCR;86830;665102;NBU;BAJA;10000
665116;FACTOR VON WILLEBRAND, FUNCIONAL;63980;665116;NBU;BAJA;10000
665119;FACTOR VON WILLEBRAND (INMUNOLOGICO);54840;665119;NBU;BAJA;10000
665127;FAMPHUR (FAMFUR);54840;665127;NBU;BAJA;10000
665132;FELBAMATO;0;665132;NBU;BAJA;10000
665136;FENCICLIDINA - FENILCICLOHEXILPIPERIDINA -PCP (IFP);18280;665136;NBU;BAJA;10000
665144;FENETILAMINA - F.E.A;22850;665144;NBU;BAJA;10000
665204;FENITOTRION;54840;665204;NBU;BAJA;10000
665213;FENOLES - URINARIOS;17366;665213;NBU;BAJA;10000
665222;FENTANILO - URINARIO;45700;665222;NBU;BAJA;10000
665230;FERRITINA;13710;665230;NBU;BAJA;10000
665238;"FIBRINOGENO, PRODUCTOS DE DEGRADACION
(P.D.F.) - URINARIO";27420;665238;NBU;BAJA;10000
665247;FIBROSIS QUISTICA, 19 MUTACIONES - PCR;283340;665247;NBU;BAJA;10000
665255;FIBROSIS QUISTICA, 29 MUTACIONES - PCR;411300;665255;NBU;BAJA;10000
665258;FIBROSIS QUISTICA, 32 MUTACIONES - PCR;425010;665258;NBU;BAJA;10000
665265;FIBROSIS QUISTICA, DF508;91400;665265;NBU;BAJA;10000
665273;"FILIACION ESTUDIO DNA EXTRA (POR CADA UNO
AGREGADO)";251350;665273;NBU;BAJA;10000
665281;FILIACION ESTUDIO DNA HASTA 3;731200;665281;NBU;BAJA;10000
665290;FISH WILLIAMS;374740;665290;NBU;BAJA;10000
665298;FK - 506 - TACROLIMUS;54840;665298;NBU;BAJA;10000
665300;FLAVIVIRUS;82260;665300;NBU;BAJA;10000
665307;FORATO;54840;665307;NBU;BAJA;10000
665319;FOSFATASA ACIDA LEUCOCITARIA;13710;665319;NBU;BAJA;10000
665324;FOSFATASA ACIDA PROSTATICA (RIA);17366;665324;NBU;BAJA;10000
665332;FOSFATASA ACIDA TARTRATO RESISTENTE;7312;665332;NBU;BAJA;10000
665335;FOSFATASA ACIDA TARTRATO RESISTENTE LEUC;10968;665335;NBU;BAJA;10000
665349;FOSFATASA ALCALINA OSEA (RIA);22850;665349;NBU;BAJA;10000
665375;FOSFATIDIL COLINA, AC. IGG ANTI-;16452;665375;NBU;BAJA;10000
665378;FOSFATIDIL COLINA, AC. IGM ANTI-;16452;665378;NBU;BAJA;10000
665392;FOSFATIDIL GLICEROL, AC. IGG ANTI-;18280;665392;NBU;BAJA;10000
665409;FOSFATIDIL INOSITOL, AC. IGG ANTI-;16452;665409;NBU;BAJA;10000
665412;FOSFATIDIL INOSITOL, AC. IGM ANTI-;16452;665412;NBU;BAJA;10000
665424;FOSFATIDIL SERINA, AC. IGA ANTI-;31990;665424;NBU;BAJA;10000
665426;FOSFATIDIL SERINA, AC. IGG O AC. TOTALES ANTI-;22850;665426;NBU;BAJA;10000
665428;FOSFATIDIL SERINA, AC. IGM ANTI-;22850;665428;NBU;BAJA;10000
665443;FOSFOHEXOSA ISOMERASA, SERICA - PHI;5484;665443;NBU;BAJA;10000
665452;FOSFOLIPIDOS, AC. IGG ANTI-;18280;665452;NBU;BAJA;10000
665461;FOSFOLIPIDOS, AC. IGM ANTI-;18280;665461;NBU;BAJA;10000
665465;FOSFOLIPIDOS, AC. TOTALES ANTI- (IGA, IGG, IGM);22850;665465;NBU;BAJA;10000
665469;FREE ANDROGEN INDEX-FAI;27420;665469;NBU;BAJA;10000
665472;FRIEDRICH, ATAXIA DE;411300;665472;NBU;BAJA;10000
665478;FRUCTOSA, LIQUIDO SEMINAL O SERICA O URINARIA;9140;665478;NBU;BAJA;10000
665486;"FSH, URINARIA (HORMONA FOLICULO ESTIMULANTE -
URINARIA)";0;665486;NBU;BAJA;10000
665494;GABAPENTINA;0;665494;NBU;BAJA;10000
665503;GAD, AC. ANTI- GLUTAMICO ACID DECARBOXILASE (ACIDO GLUTAMICO DESCARBOXILASA, AC. ANTI-);54840;665503;NBU;BAJA;10000
665508;GALACTOMANANO DE ASPERGILLUS, AG;91400;665508;NBU;BAJA;10000
665512;GALACTOSA 1-URIDIL FOSFOTRANSFERASA;68550;665512;NBU;BAJA;10000
665520;GAMMA-BHC (?-HCH) - GAMMA-HEXACLORURO DE BENCENO - GAMMA-HEXACLORAN - GAMMA-LINDANO - GAMMA-1,2,3,4,5,6-HEXACLOROCICLOHEXANO;54840;665520;NBU;BAJA;10000
665529;GANGLIOSIDO ASIALO GM1, AC. ANTI-;182800;665529;NBU;BAJA;10000
665533;GANGLIOSIDO GD 1B, AC. ANTI-;137100;665533;NBU;BAJA;10000
665537;GANGLIOSIDO GM1, AC. (IGG + IGM) ANTI-;137100;665537;NBU;BAJA;10000
665541;GANGLIOSIDO QUADROSIALO, GQ1B AC. IGG;182800;665541;NBU;BAJA;10000
665546;GANGLIOSIDOS PANEL, AC. (IGG + IGM) GM1 ASIALO, GM2, GD1A, GD1B, GQ1B;822600;665546;NBU;BAJA;10000
665555;GENOTIPO DE RHO (C/U);13710;665555;NBU;BAJA;10000
665563;GENTAMICINA;22850;665563;NBU;BAJA;10000
665576;GLUCOSA POST PRANDIAL ;21936;665576;NBU;BAJA;10000
665583;GLIADINA, AC. IGG ANTI- PEPTIDO DEAMIDADO DE (DGP-IGG ANTI-);21936;665583;NBU;BAJA;10000
665589;JAK2-MUTACIONES EXON12;0;665589;NBU;BAJA;10000
665597;GLICINA (HPLC);0;665597;NBU;BAJA;10000
665606;GLICOFORINA, CITOMETRIA DE FLUJO;27420;665606;NBU;BAJA;10000
665621;GLICOSAMINOGLICANOS, CUANTITATIVO;63980;665621;NBU;BAJA;10000
665632;GLOBULINA LIGADORA DE ANDROGENOS Y ESTROGENOS (GLAE / SHBG);20108;665632;NBU;BAJA;10000
665640;GLOBULINA LIGADORA DE CORTICOIDES (CBG);0;665640;NBU;BAJA;10000
665644;GLOBULINA TRANSPORTADORA DE TIROXINA (TBG);38388;665644;NBU;BAJA;10000
665649;GLUCOCEREBROSIDASA;127960;665649;NBU;BAJA;10000
665666;GLUTATION PEROXIDASA (GPO);22850;665666;NBU;BAJA;10000
665685;HAEMOPHILUS INFLUENZA, AC. IGG ANTI-;36560;665685;NBU;BAJA;10000
665687;HAEMOPHILUS INFLUENZA, AC. IGM ANTI-;36560;665687;NBU;BAJA;10000
665691;HAEMOPHILUS INFLUENZAE B, AG. - PLASMATICO;22850;665691;NBU;BAJA;10000
665694;HAEMOPHILUS INFLUENZAE B, AG. - URINARIO;22850;665694;NBU;BAJA;10000
665708;HALOPERIDOL;27420;665708;NBU;BAJA;10000
665715;HAM, PRUEBA DE;9140;665715;NBU;BAJA;10000
665724;HANTAVIRUS, AC. IGG ANTI-;54840;665724;NBU;BAJA;10000
665726;HANTAVIRUS, AC. IGM ANTI-;54840;665726;NBU;BAJA;10000
665743;HELICOBACTER PYLORI, AC. IGA ANTI-;20108;665743;NBU;BAJA;10000
665751;HELICOBACTER PYLORI, AC. IGG ANTI-;14624;665751;NBU;BAJA;10000
665760;HELICOBACTER PYLORI, AC. IGM ANTI-;14624;665760;NBU;BAJA;10000
665768;HELICOBACTER PYLORI, AIRE ESPIRADO;0;665768;NBU;BAJA;10000
665777;HELICOBACTER PYLORI (CULTIVO - TIPIFICACION);25592;665777;NBU;BAJA;10000
665780;HEMATIES, PRUEBA ELUSION ACIDA DE;7312;665780;NBU;BAJA;10000
665785;"HEMOCROMATOSIS, GEN HH - PCR
(HEMOCROMATOSIS HEREDITARIA HH - GEN HFE- CROMOSOMA 6)";301620;665785;NBU;BAJA;10000
665787;HEMOCROMATOSIS, MUTACION GEN C282Y - PCR;100540;665787;NBU;BAJA;10000
665789;HEMOCROMATOSIS, MUTACION GEN H63D - PCR;100540;665789;NBU;BAJA;10000
665791;HEMOCROMATOSIS, MUTACION GEN S65C - PCR;100540;665791;NBU;BAJA;10000
665797;HEMOCULTIVO AEROBIOS AUTOMATIZADO (C/U);27420;665797;NBU;BAJA;10000
665802;HEMOGLOBINA A1 (HB-A1) ELECTROFORESIS;10968;665802;NBU;BAJA;10000
665811;HEMOGLOBINA A2 (HBA2) (CROMATOGRAFIA/INTERCAMBIO IONICO);18280;665811;NBU;BAJA;10000
665820;HEMOGLOBINA FETAL;9140;665820;NBU;BAJA;10000
665828;HEMOGLOBINA S;8226;665828;NBU;BAJA;10000
665837;"HEMOGLOBINURIA PAROXISTICA NOCTURNA,
DETECCION DE -  POR CITOMETRIA DE FLUJO";159950;665837;NBU;BAJA;10000
665845;HEMOPEXINA;0;665845;NBU;BAJA;10000
665854;HEMOSIDERINURIA;8226;665854;NBU;BAJA;10000
665868;HEPARINA, AC. ANTI- (PFA4);0;665868;NBU;BAJA;10000
665871;HEPARINA, ACTIVIDAD ANTI XA DE LA (LMWH) - HEPARINA DE BAJO PESO MOLECULAR (HBPM);36560;665871;NBU;BAJA;10000
665879;HEPATICOS, AUTOANTICUERPOS (PANEL);0;665879;NBU;BAJA;10000
665888;HEPATITIS A, AC. ANTI- IGG (HVA IGG) O AC. TOTALES (RIA O ELISA);13710;665888;NBU;BAJA;10000
665896;"HEPATITIS B, AC. ANTI- ""E"" (HBE AC)";13710;665896;NBU;BAJA;10000
665905;"HEPATITIS B, AC. ANTI- ""CORE"" IGM (HBCM) - (RIA O ELISA)";16452;665905;NBU;BAJA;10000
665914;HEPATITIS B, CARGA VIRAL;169090;665914;NBU;BAJA;10000
665931;HEPATITIS B, DNA VIRAL (HBV-DNA) (PCR - CUALITATIVO);73120;665931;NBU;BAJA;10000
665939;HEPATITIS C, AC. ANTI- IGM;54840;665939;NBU;BAJA;10000
665945;HEPATITIS C, ANTIGENO;54840;665945;NBU;BAJA;10000
665956;HEPATITIS C, CARGA VIRAL (PCR);169090;665956;NBU;BAJA;10000
665965;HEPATITIS C, GENOTIPIFICACION (PCR);123390;665965;NBU;BAJA;10000
665973;HEPATITIS C, LIA;137100;665973;NBU;BAJA;10000
665982;HEPATITIS C, RNA CUALITATIVO - PCR;109680;665982;NBU;BAJA;10000
665990;HEPATITIS DELTA, AC. IGG O TOTALES ANTI-;43872;665990;NBU;BAJA;10000
665993;HEPATITIS DELTA, AC. IGM ANTI-;45700;665993;NBU;BAJA;10000
666008;HEPATITIS E, AC. IGG ANTI-;27420;666008;NBU;BAJA;10000
666011;HEPATITIS E - PCR;114250;666011;NBU;BAJA;10000
666016;HEPTACLORO;54840;666016;NBU;BAJA;10000
666019;HEPTACLORO HEPOXIDE;54840;666019;NBU;BAJA;10000
666028;HER 2 / NEU - ERBB2;457000;666028;NBU;BAJA;10000
666034;HERPES SIMPLEX, 1 / 2 - ANTIC. TOTALES (IFI);27420;666034;NBU;BAJA;10000
666037;HERPES SIMPLEX, 1 / 2 - PCR;82260;666037;NBU;BAJA;10000
666038;HERPES SIMPLEX, 1 / 2 - TIPIFICACION - PCR;118820;666038;NBU;BAJA;10000
666040;HERPES SIMPLEX 1, AC. IGA ANTI-;20108;666040;NBU;BAJA;10000
666042;HERPES SIMPLEX 1, AC. IGG O TOTALES ANTI-;17366;666042;NBU;BAJA;10000
666050;HERPES SIMPLEX 1, AC. IGM ANTI-;17366;666050;NBU;BAJA;10000
666059;HERPES SIMPLEX 2, AC. IGA ANTI-;20108;666059;NBU;BAJA;10000
666067;HERPES SIMPLEX 2, AC. IGG O TOTALES ANTI-;17366;666067;NBU;BAJA;10000
666076;HERPES SIMPLEX 2, AC. IGM ANTI-;17366;666076;NBU;BAJA;10000
666084;HERPES SIMPLEX, AG;22850;666084;NBU;BAJA;10000
666093;HERPES VIRUS 6 HUMAN, AC. IGG (HHV6-IGG) ANTI-;33818;666093;NBU;BAJA;10000
666096;HERPES VIRUS 6 HUMAN, AC. IGM (HHV6-IGM) ANTI-;33818;666096;NBU;BAJA;10000
666098;HERPES VIRUS 6 HUMAN - PCR;82260;666098;NBU;BAJA;10000
666100;HERPES VIRUS 6 HUMAN - CARGA VIRAL;137100;666100;NBU;BAJA;10000
666110;HERPES VIRUS 7, AC. IGG ANTI- HHV;41130;666110;NBU;BAJA;10000
666113;HERPES VIRUS 7, AC. IGM ANTI- HHV;41130;666113;NBU;BAJA;10000
666117;HERPES VIRUS 8 - AC. IGG ANTI- HHV;54840;666117;NBU;BAJA;10000
666118;HERPES VIRUS 8 - AC. IGM ANTI- HHV;54840;666118;NBU;BAJA;10000
666120;HERPES VIRUS 8 - PCR;82260;666120;NBU;BAJA;10000
666136;HEXANO;14624;666136;NBU;BAJA;10000
666144;HEXANODIONA, (2,5-);18280;666144;NBU;BAJA;10000
666153;HEXOSAMINIDASA TOTAL, A Y B;274200;666153;NBU;BAJA;10000
666170;HIDATIDOSIS, AC. IGM ANTI- (ELISA);22850;666170;NBU;BAJA;10000
666173;HIDATIDOSIS, AC. IGM ANTI- (IFI);18280;666173;NBU;BAJA;10000
666183;HIDROCARBUROS ALIFATICOS;14624;666183;NBU;BAJA;10000
666187;HIDROCARBUROS AROMATICOS;14624;666187;NBU;BAJA;10000
666196;INMUNOGAMAGLOBULINA G SUBCLASE 3;0;666196;NBU;BAJA;10000
666204;HIDROXIPIRENO;18280;666204;NBU;BAJA;10000
666209;HIERRO, MEDULA OSEA (MO) - TINCION DE PERLS;10968;666209;NBU;BAJA;10000
666211;HIERRO, TINCION DE;7312;666211;NBU;BAJA;10000
666213;HIERRO - URINARIO;3656;666213;NBU;BAJA;10000
