Código Nomenclador;Descripción;Q GAL;Q GAL AY;ANEST;Gto;Q Ay;Norma;Unidad Arancelaria;Forma de Facturación
100122;NEFROLITOTOMIA PERCUTANEA;;;;;;;;
100123;URETEROLITOTOMIA LAPAROSCOPICA CON PINZA O DORMIA;;;;;;;;
100124;URETERORRENOSCOPIA CON LITOTOMIA LITOTRICIA Y ECTOMIA POR CUALQUIER METODO;;;;;;;;
100125;LITOTRICIA EXTRACORPOREA RENAL Y/O URETERAL;;;;;;;;
100201;Cistectomía total con derivación ureteral a asa intestinal excluída de la circulación entérica (operación de Bricker o similares).;637,5;127,5;212,25;366;2;;A;
100202;Cistectomía total con derivación ureteral a intestino in situ o a piel.;531,75;106,5;186;271;2;;A;
100203;Cistectomía parcial (diverticulectomía-resección del cuello vesical-denervación vesical-reducción vesical).;252,75;51;104,25;268;2;;A;
100204;Cistoplastia (colon o iliocistoplastia, agrandamiento vesical).;531,75;106,5;186;268;2;;A;
100205;Cistoplastia para la extrofia vesical.;372,75;74,25;132,75;271;2;;A;
100206;Tratamiento quirúrgico de la fístula vesicointestinal con o sin resección entérica, vesicovaginal y/o uterina.;303;61,5;127,5;228;1;;A;
100207;Tratamiento quirúrgico de la fístula vesicocutánea .;201,75;39,75;87;228;1;;A;
100208;Cistotomía cielo abierto (cuerpo extra?o-litiasis-drenaje). Sutura vesical.;119,25;30;80,25;122;1;;A;
100209;Cistotomía por punción con trócar. Punción evacuadora vesical.;0;0;0;7;0;;A;INCLUIDO EN CONSULTA
100210;Resección endoscópica de cuello vesical, tumores vesicales, ureterocele. Litroticia.;119,25;0;80,25;120;0;;A;
100211;Tratamiento de la incontinencia de orina en la mujer por vía vaginal.;101,25;30;80,25;120;2;;A;
100212;Tratamiento de la incontinencia de orina (vía abdominal) en la mujer (Marshall-Marchetti-Bursch o similares) o perineal en el hombre.;201,75;39,75;87;179;2;;A;
100213;Tratamiento de la incontinencia de orina en la mujer por ambas vías (abdominal y vaginal).;252,75;51;104,25;220;2;;A;
100301;Epispadias o hipospadias, por tiempo operatorio.;101,25;30;80,25;220;1;;A;
100302;Uretroplastia: Por traumatismo, corrección de fístula uretrorrectal o uretrovaginal o uretrocutánea. Tratamiento quirúrgico de la estrechez uretral a cielo abierto.;201,75;39,75;87;228;1;;A;
100303;Uretromía externa (derivativa, por extracción de cálculo o de cuerpo extra?o). Uretromía interna. Biopsia uretral a cielo abierto.;61,5;30;80,25;117;1;;A;
100304;Uretrorrafia por desgarro, herida, etc.;80,25;30;80,25;222;1;;A;
100305;Meatotomía.;12,75;0;0;26;0;;A;
100306;Electrocoagulación o resección endoscópica de tumores uretrales, Veru Montanum o valvas.;61,5;0;80,25;117;0;;A;
100401;Prostatectomía radical.;372,75;74,25;132,75;323;2;;A;
100402;Adenomectomía de próstata con o sin vasectomía bilateral o meatotomía. (X);303;61,5;127,5;266;2;;A;
100403;Resección de fibrosis y cicatrices del cuello de la vejiga postadenomectomía.;201,75;39,75;104,25;179;2;;A;
100404;Resección endoscópica (transuretral) de próstata. Resección endoscópica de fibrosis y cicatrices del cuello de la vejiga postadenomectomía. (X);201,75;0;87;268;0;Al realisarse la resecci;A;
100405;Vesiculiectomía (como úncia operación) uni o bilateral.;201,75;39,75;87;220;2;;A;
100406;Prostatomía. Drenaje.;61,5;0;80,25;179;0;;A;
100407;Biopsia prostática por punción.;12,75;0;0;18;0;;A;
100501;Orquidectomía unilateral completa con vaciamiento ganglionar intraabdominal.;531,75;106,5;186;268;2;;A;
100502;Orquidectomía sub-albugínea bilateral.;101,25;30;80,25;179;1;;A;
100503;Orquidectomía unilateral.;61,5;30;80,25;121;1;;A;
100504;Orquidopexia unilateral (Cualquiera fuera la técnica empleada) con o sin tratamiento de hernia concomitante. (X);201,75;39,75;87;179;1;;A;
100505;Orquidopexia bilateral con o sin tratamiento de hernia con comitante.;303;61,5;127,5;220;1;;A;
100506;Tratamiento quirúrgico del hidrocele, varicocele, torsión, quiste de cordón. (X);80,25;30;80,25;120;1;;A;
100507;Biopsia de testículo.;39,75;30;80,25;120;1;;A;
100508;Escrotoplastia.;101,25;30;80,25;121;1;;A;
100509;Drenaje de absceso testicular, escisión de lesión local de testículo.;21,75;0;0;26;0;;A;
100510;Punción de derrame escrotal.;9;0;0;26;0;;A;
100601;Epididimectomía bilateral.;178,5;34,5;80,25;124;1;;A;
100602;Epididimectomía unilateral.;101,25;30;80,25;119;1;;A;
100603;Epididimovasostomía, anastomosis de conducto deferente.;101,25;30;80,25;178;1;;A;
100604;Epididimotomía y drenaje.;21,75;0;0;26;0;;A;
100605;Anastomosis del conducto deferente.;80,25;30;80,25;120;1;;A;
100606;Biopsia del epidídimo.;39,75;30;80,25;46;1;;A;
100607;Vasectomía ligadura del conducto deferente, uni o bilateral como única operación.;39,75;30;80,25;119;1;;A;UNICO CODIGO
100701;Amputación radical o parcial de pene con vaciamiento ganglionar.;303;61,5;127,5;361;2;;A;
100702;Amputación completa o parcial de pene.;119,25;30;80,25;223;1;;A;
100703;Operación plástica del pene (por tiempo operatorio).;80,25;30;80,25;124;1;;A;
100704;Escisión total de lesión de pene.;39,75;30;80,25;120;1;;A;
100705;Biopsia del pene.;21,75;0;0;26;0;;A;
100706;Cavernostomía. Punción de cuerpos cavernosos.;39,75;0;0;26;0;;A;
100707;Resección de esclerosis en cuerpos cavernosos.;119,25;30;80,25;46;1;;A;
100708;Shunt caverno-esponjoso o caverno-safeno.;201,75;39,75;87;124;2;;A;
100709;Postioplastia (fimosis) incluye frenulotomía. Escisión de cuerda ventral.;80,25;30;80,25;118;1;;A;
100710;Circuncisión.;39,75;30;80,25;74;1;;A;
100711;Incisión dorsal o lateral del prepucio. Frenulotomía.;21,75;0;0;45;0;;A;
101010;PLASTIA UNION URETEROPIELICA - IDEM CODIGO 10.01.10;;;;;;;;
101101;COLOCACION DE STENT URETRAL;;;;;;;;
101102;TRATAMIENTO ENDOSCOPICO DE LESIONES DE PROSTATA Y VEJIGA POR MEDIOS FISICOS Y QUIMICOS;;;;;;;;
110101;Resección cuneiforme de ovarios. Extirpación de ovario. Ooforoplastía (implantación de ovario en útero). Ooforosalpingectomía. Salpingoplastia. Salpingectomía. Uni o bilateral.;119,25;30;80,25;220;1;;A;
110102;Culdoscopía o laparascopía con luz fría (celioscopía con hidrotubación o biopsia de ovario o debridación). (No incluye utilización equipo fibroscópico).;80,25;0;0;142;0;Dictámenes del I.N.O.S.;A;
110103;Celioscopía, culdoscopía o laparascopía convencional con hidrotubación biopsia o debridación.;61,5;0;80,25;74;0;;A;
110104;Ligadura de trompas (como única operación).;101,25;30;80,25;179;1;;A;
110105;Microcirugía para el tratamiento de la esterilidad uni o bilateral (con reconocimiento previo de la obra social).;372,75;74,25;132,75;366;1;;A;
110201;"Histerectomía radical; colpoanexohisterectomía total ampliada. (Operación de Werthein o de Meigs). (X)";425,25;84,75;159,75;366;2;;A;
110202;Exenteración pelviana. (Operación Brusgwig total, anterior o posterior).;478,5;95,25;186;366;2;;A;
110203;Histerectomía con o sin anexectomía, por vía abdominal o vaginal con o sin colpoperineorrafía. (X);201,75;39,75;87;271;2;;A;
110204;Miomectomía uterina abdominal (como única operación).;201,75;39,75;87;223;1;;A;
110205;Miomectomía vaginal (mioma-nacens).;61,5;30;80,25;122;1;;A;
110206;Miomectomía vaginal por histerotomía, con liberación de vejiga, etc.;178,5;34,5;80,25;179;1;;A;
110207;Histerorrafia (fuera del parto).;201,75;39,75;87;222;1;;A;
110208;Operación correctora de los vicios de conformación del útero.;201,75;39,75;87;228;2;;A;
110209;Corrección quirúrgica de inversión uterina por vía abdominal. Histeropexia con o sin resección ganglio pre-sacro por vía abdominal.;178,5;34,5;80,25;178;2;;A;
110210;Raspado uterino terapéutico. (X);39,75;0;80,25;122;0;;A;
110211;Raspado uterino diagnóstico, con o sin biopsia de cuello o aspiración endometrial para citología exfoliativa. (X);12,75;0;80,25;122;0;La biopsia de endometr;A;
110212;Amputación de cuello (traquelectomía). Traqueoplastia (fuera de parto).;101,25;30;80,25;122;1;;A;
110213;Conización de cuello (como única práctica). (X);101,25;30;80,25;122;1;;A;
110214;Traquelorrafía (fuera del parto). Cerclaje de cuello uterino. (X);61,5;30;80,25;68;1;;A;
110215;Escisión local de lesión de cuello (pólipo). Electrocuagulación de cuello o cauterización quimica (tratamiento completo). Biopsia de cuello (como única operación). (X);21,75;0;0;26;0;;A;
110216;Aplicación de radium extra o intrauterino-por aplicación.;21,75;0;0;89;0;;A;
110217;Colocación de dispositivo intrauterino, (incluye el dispositivo) con reconosimiento previo de la obra social.;12;0;80,25;120;0;;A;
110219;CONIZACION DE CUELLO POR LEEP;;;;;;;;
110301;Tratamiento quirúrgico de la agenesia vaginal por procedimientos visceroplásticos.;425,25;84,75;212,25;235;2;;A;
110302;Tratamiento quirúrgico de la agenesia vaginal por procedimientos no visceroplásticos.;303;61,5;127,5;235;2;;A;
110303;Colporrafia anterior y/o posterior, con o sin amputación de cuello, con o sin corrección de retroversión uterina, con o sin perinorrafia. Incluye tratamiento de l incontinencia de orina.;201,75;39,75;87;223;2;;A;
110304;Colporrafía por herida, desgarro, etc. (Fuera del parto).;80,25;30;80,25;178;1;;A;
110305;Colporrafía posterior con reconstrucción del efinter anal. (Desgarro perineal complicado).;201,75;39,75;87;223;2;;A;
110306;Colpopexia por vía abdominal.;178,5;34,5;80,25;180;1;;A;
110307;Colpopexia combinada (por vía adominal y vaginal).;201,75;39,75;87;183;2;;A;
110308;Colpocleisis completa o parcial.;119,25;30;80,25;178;1;;A;
110309;Colpotomía: Vaginotomía de drenaje (absceso pelviano). Escicsión Local de lesión de vagina. (X);39,75;0;0;89;0;;A;
110310;Vaginismo (opreción de Pozzi). Resección de tabique vaginal.;61,5;30;80,25;73;1;;A;
110311;Biopsia de vagina. Punción de vagina, (diagnóstica exploradora). Punción de fondo de saco de Douglas. (X);12,75;0;0;26;0;;A;
110312;Vulvectomía radical (incluye vaciamiento ganglios linfáticos inguinales).;372,75;74,25;132,75;286;2;;A;
110313;Vulvectomía simple.;178,5;34,5;80,25;180;1;;A;
110314;Escisión de labios mayores, labios menores, de glándulas de Bartholino, de glándulas de Skene, Clitoridectomía. (X);39,75;30;80,25;73;1;;A;
110315;Himenotomía. incisión y drenaje de vulva, glándula Bartholino, glándula Skene (Absceso). (X);12,75;0;0;89;0;Este código correspon;A;
110316;Episiorrafia, perineorrafia o episioperineorrafia (fuera del parto).;39,75;30;80,25;122;1;;A;
110317;Perineoplastia, episioperineoplastia.;80,25;30;80,25;122;1;;A;
110318;ABLACION DE LESIONES DE VULVA Y VAGINA CON LASER;;;;;;;;
110319;ABLACION DE LESIONES DE CUELLO CON CRIOCIRUGIA;;;;;;;;
110401;Parto. (X);228;0;0;166;0;Paro normal, parto pato;A;
110402;Evacuación uterina en el segundo trimestre del embarazo, con mecanismo de parto. (X);119,25;0;0;89;0;Cuando se realiza el có;A;
110403;Operación cesarea clásica, extraperitoneal, vaginal. (X);228;45;87;166;1;N.R.:? Ver normas sobr;A;
110404;Atención del alumbramiento o puerperio y/o sus complicaciones (cunado el parto no fue asistido por médico).;39,75;0;0;26;0;La atención del alumbr;A;
110405;Amniocentésis transabdominal o vía vaginal. (X);39,75;0;0;16;0;;A;
110501;CIRUGIA LAPAROSCOPICA GINECOLOGICA;;;;;;;;
110502;VIDEOHISTEROSCOPIA DIAGNOSTICA;;;;;;;;
110503;VIDEOHISTEROSCOPIA TERAPEUTICA;;;;;;;;
120201;Columna cervical, dorsal o lumbar. (X);178,5;0;87;26;0;;A;
120202;Esternón escápula, húmero, (excepto supracondilea) cúbito y/o radio, uno o más huesos del carpo, peroné uno o más huesos del tarso (excluídos astrágalo y calcáneo), maxilar superior, maxilar inferior.;54;0;80,25;23;0;;A;
120203;Pelvis, femur, tibia y peroné, astrágalo, calcáneo supracondilea de húmero. (X);119,25;0;80,25;23;0;;A;
120204;Clavícula, costillas, rótula, metacarpianos o metatarsianos (de un mismo miembro), falanges (de un mismo dedo), huesos propios de la nariz, malar. (X);26,25;0;0;0;0;;A;
120301;Columna cervical, dorsal o lumbar.;372,75;74,25;132,75;276;2;;A;
120302;Húmero, pelvis, sacro, femur, tibia, tibia y peroné, cúbito y radio. Disyunción craneofacial (Lefor III). (X);228;45;104,25;271;2;;A;
120303;Cúbito radio, tercio inferior, uno o más huesos del carpo, primer metacarpiano, uno o mas huesos del tarso, maxilar inferior o superior. (X);119,25;30;80,25;220;1;;A;
120304;Esternón, costillas, clavícula, escapula, rótula.;80,25;30;80,25;220;1;;A;
120305;Metacarpiano (excepto el primer metacarpiano)o metatarsiano falanges (de un mismo dedo), malar, huesos propios de la nariz. (X);61,5;30;80,25;171;1;;A;
120401;Vértebras, laminectomía como única operación, sacro, hemandibulectomía.;228;45;104,25;351;2;;A;
120402;Coxal, femur, húmero.;178,5;34,5;80,25;180;2;;A;
120403;Esternón, escápula, cúbito, radio, carpo, tibia, peroné, tarso, huesos de la cara.;101,25;30;80,25;180;1;;A;
120404;Costilla, clavícula, metacarpiano, metatarsiano, falange, rótula.;61,5;30;80,25;130;1;;A;
120405;Punción biopsia de vértebra. (X);80,25;0;0;26;0;;A;
120406;Punción biopsia de cualquier otro hueso. (X);21,75;0;0;20;0;"Este código ""punción b";A;
120501;Escápula, húmero isquion.ilion.;252,75;51;104,25;271;2;;A;
120502;Coxal, femur, tibia, húmero, maxilar superior o inferior.;279;55,5;127,5;318;2;;A;
120503;Cúbito, radio, peroné, carpo(uno o más huesos), astrágalo y/o calcaneo, otros huesos del tarso (uno o más huesos), costillas del mismo lado, malar.;201,75;39,75;87;219;2;;A;
120504;Clavícula, rótula, metatarsiano o metacarpiano, falanges (de un mismo dedo), huesos propios de la nariz.;101,25;30;80,25;178;1;;A;
120601;Femur, tibia, tibia y peroné.;201,75;39,75;87;270;2;;A;
120602;Húmero, cúbito y/o radio, astrágalo y/o calcáneo, otros huesos del tarso, maxilar superior o inferior.;119,25;30;80,25;223;2;;A;
120603;Metacarpiano, metatarsiano, falanges (de un mismo dedo).;39,75;30;80,25;218;1;Este código no podrá f;A;NO FACTURABLE CON OTROS CODIGOS
120701;Clavícula.;80,25;30;80,25;177;1;;A;
120702;Húmero.;252,75;51;104,25;330;2;;A;
120703;Cúbito, radio, carpo, hueso de la cara.;119,25;30;80,25;220;2;;A;
120704;Metacarpiano.;80,25;30;80,25;203;1;;A;
120705;Una o más falanges de un mismo dedo.;61,5;30;80,25;150;1;;A;
120706;Femur, tibia, peroné. (X);252,75;51;104,25;330;2;;A;
120707;Astrágalo, calcáneo, otros huesos del tarso.;119,25;30;80,25;220;1;;A;
120708;Metatarsiano, una o más falanges de un mismo dedo.;61,5;30;80,25;203;1;;A;
120801;Artrocentesis (diagnóstica, terapéutica, para artrografía).;9;0;0;7;0;;A;
120901;Sacro-ilíaca, condro-costal, condro-esternal, esterno-clavicular, acromio-clavicular, codo, mu?eca, carpo-metacarpiana, tobillo, tarso-metatarsiana,témporo maxilar.;101,25;30;80,25;220;1;;A;
120902;Hombro,cadera, rodilla.;178,5;34,5;80,25;177;1;;A;
120903;Metacarpo o metatarso-falángica, interfalángica.;39,75;30;80,25;116;1;;A;
121001;Cadera.;303;61,5;127,5;312;2;;A;
121002;Rodilla.;201,75;39,75;127,5;312;2;;A;
121003;Hombro, codo, mu?eca, cuello de pie, témporo-maxilar.;201,75;39,75;104,25;312;2;;A;
121004;Esterno-clavicular, carpo, tarso, tarso-metatarsiana.;178,5;34,5;80,25;267;2;;A;
121005;Acromio-clavicular, metacarpo-falángica, metatarso-falángica, interfalángica.;80,25;30;80,25;220;1;;A;
121006;PROTESIS DE ORTOPEDIA Y TRAUMATOLOGIA;;;;;;;;
121101;Columna cervical, dorsal o lumbar (menos de tres vértebras).;252,75;51;127,5;312;2;;A;
121102;Columna cervical, dorsal o lumbar, cadera, rodilla (más de tres vértebras).;303;61,5;153,75;356;2;;A;
121103;Hombro, codo.;252,75;51;104,25;313;2;;A;
121104;Esterno-clavicular, mu?eca, tarso (simple, tibiotarsiana), tarso, metatarsiana, sínfisis pubiana.;178,5;34,5;80,25;267;1;;A;
121105;Doble artrodesis (Chopart-subastragalina).;252,75;51;104,25;267;2;;A;
121106;Triple artrodesis (Tibiotarsiana, Chopart-subastragalina).;303;61,5;127,5;305;2;;A;
121107;Metacarpo-falángica, metatarso-falángica, interfalángica.;80,25;30;80,25;177;1;;A;
121201;Esterno-clavicular, acromio-clavicular, codo, mu?eca, carpo, carpo-metacarpiana, tobillo, tarso, tarso-metatarsiana. (X);80,25;30;80,25;177;1;;A;
121202;Hombro, cadera, rodilla, témporo maxilar. (X);119,25;30;80,25;222;1;;A;
121203;Metacarpo o metatarso-falángica, interfalángica.;39,75;30;80,25;119;1;;A;
121204;Escisión o incisión, biopsia, drenaje o extracción de depósitos calcáreos de bolsas serosas de cualquier articulación.;61,5;30;80,25;119;1;;A;
121301;Columna cervical, dorsal o lumbar. Tratamiento incruento e inmovilización. (X);61,5;0;0;150;0;;A;
121302;Cadera, rodilla.Tratamiento incruento e inmovilización. (X);48;0;0;97;0;;A;
121303;Clavícula, hombro, codo, mu?eca, metacarpo, tobillo, tarso y metatarso.Tratamiento incruento e inmovilización. (X);39,75;0;0;97;0;;A;
121304;Metacarpo o metatarso-falángicas (una o más luxaciones de un mismo miembro), témporo maxilar.Tratamiento incruento e inmovilización. (X);21,75;0;0;51;0;;A;
121305;Columna cervical, dorsal o lumbar.Tratamiento quirúrgico e inmovilización.;303;61,5;127,5;353;2;;A;
121306;Cadera, rodilla.Tratamiento quirúrgico e inmovilización.;252,75;51;104,25;353;2;;A;
121307;Clavícula, hombro, codo, mu?eca, metacarpo, tobillo, tarso y metatarso, témporo-maxilar. Tratamiento quirúrgico e inmovilización.;101,25;30;80,25;179;1;;A;
121308;Metacarpo o metatarso-falángica.Tratamiento quirúrgico e inmovilización.;61,5;30;80,25;179;1;;A;
121401;Miectomías, (miositis oscificante, hipertrofias, neoplastias) con vaciamiento de celda muscular o extirpación total de grupo muscular.;119,25;30;80,25;177;2;;A;
121402;Insición de músculos, escisión de lesión local (exploración, extracción de cuerpo extra?o, drenaje, biopsia, miorrafias).;61,5;30;80,25;107;1;;A;
121501;Exploración, drenaje, extracción, Incisión, escisión, biopsia, tenotomía, fasciotomía. (X);39,75;30;80,25;219;1;;A;
121502;Reparación y sutura (tenorrafia) de tendón flexor de la mu?eca o de dedo de la mano. (X);80,25;30;80,25;184;1;;A;
121503;Tenoplastia con alargamiento o acortamiento o injerto o transferancia tendinosa de tendón flexor de la mu?eca o de dedo de la mano.;119,25;30;80,25;230;1;;A;
121504;Reparacion y sutura (tenorrafia) en tendón extensor de la mu?eca o de dedo de la mano. (X);61,5;30;80,25;178;1;;A;
121505;Tenoplastia con alargamiento o acortamiento o injerto o transferencia de tendón extensor de la mu?eca o de dedo de la mano.;80,25;30;80,25;230;1;;A;
121506;Reparación y sutura (tenorrafia) de otro tendón que no sea de la mu?eca o de dedo de la mano. (X);61,5;30;80,25;179;1;;A;
121507;Tenoplastia con alargamiento o acortamiento o injerto o transferencia de otro tendón que no sea de la mu?eca o dedo de la mano.;101,25;30;80,25;180;1;;A;
121508;Tratamiento de la secuela por parálisis (poliomelitis), sección nerviosa, parálisis obstétrica, etc. Por tenoplastias y/o transferencias tendinosas únicas o múltiples en una misma región de miembro superior o inferior.;252,75;51;104,25;271;2;;A;
121509;Escisión ganglión.;39,75;0;0;50;0;;A;
121601;Interscapulotorácica.;372,75;74,25;132,75;361;2;;A;
121602;Hombro.;228;45;87;228;2;;A;
121603;Brazo, codo, antebrazo, mu?eca, mano.;119,25;30;80,25;179;1;;A;
121604;Interileoabdominal.;425,25;84,75;159,75;361;2;;A;
121605;Cadera.;303;61,5;127,5;361;2;;A;
121606;Muslo o rodilla.;178,5;34,5;80,25;267;1;;A;
121607;Pie o pierna.;101,25;30;80,25;220;1;;A;
121608;Dedo de la mano.;61,5;30;80,25;65;1;;A;
121609;Dedo del pie.;39,75;30;80,25;65;1;;A;
121701;Discectomía cervical, dorsal o lumbar.;303;61,5;127,5;361;2;;A;
121702;Discectomía cervical, dorsal o lumbar con artrodesis.;425,25;84,75;159,75;375;2;;A;
121703;Tratamiento quirúrgico de la elevación congénita de escápula.;201,75;39,75;87;313;1;;A;
121704;Tenotomías y/o fasciotomías únicas o múltiples para el tratamiento de tortícolis.;80,25;30;80,25;179;1;;A;
121705;Operaciones en el hueco supraclavicular por síndrome del escaleno (resección de costilla cervical supernumeraria, tenotomía o miectomía, escisión, etc.).;178,5;34,5;80,25;267;1;;A;
121706;Tratamiento quirúrgico de la luxación inveterada o recidivante de hombro. Tratamiento quirúrgico de la enfermedad de Dupuytren.;178,5;34,5;80,25;227;1;;A;
121707;Aponeurotomía (fasciotomía subcutanea).;61,5;30;80,25;227;1;;A;
121708;Aponeurectomía parcial o total.;119,25;30;80,25;227;1;;A;
121709;Aponeurectomía parcial (incluye toma de injerto).Tratamiento quirúrgico de la Sindactilia.;228;45;104,25;227;1;;A;
121710;De un espacio digital, sin injerto.;61,5;30;80,25;182;1;;A;
121711;De un espacio digital, con injerto (inluye toma de injerto).;80,25;30;80,25;182;1;;A;
121712;Reconstruccion total del pulgar por transposición.;531,75;106,5;159,75;214;1;;A;
121713;Reconstruccion parcial del pulgar, en uno o más tiempos.;303;61,5;127,5;179;1;;A;
121714;Luxación congénita de cadera, reducción incruenta, extemporánea (Petit).;252,75;0;0;0;0;;A;
121715;Luxación congénita de cadera, reducción cruenta con o sin cirugía del cótilo y/o femur.;372,75;74,25;159,75;356;2;;A;
121716;Displasia de cadera sin luxación, tratamiento qui rúrgico (Salter, Pemberton, Colonna, Chiard, etc.).;372,75;74,25;159,75;313;2;;A;
121717;Epifisiolisis de cadera (coxa vara del adolescente) tratamiento quirúrgico.;372,75;74,25;132,75;313;2;;A;
121718;Tratamiento quirúrgico de la luxación traumática inveterada de cadera.;372,75;74,25;132,75;313;2;;A;
121719;Cuadricepsplastia (Judet, etc.).;201,75;39,75;87;313;1;;A;
121720;Luxación recidivante de rótula.;119,25;30;80,25;123;1;;A;
121721;Pie zambo varo equino supinado, tratamiento quirúrgico.;228;45;104,25;223;1;;A;
121722;Pie equino, tratamiento quirúrgico.;178,5;34,5;80,25;123;1;;A;
121723;Pie plano o pie cavo, tratamiento quirúrgico.;228;45;104,25;223;1;;A;
121724;Seudoexostosis de Haglund.;61,5;30;80,25;180;1;;A;
121725;Tratamiento quirúrgico de pie hendido.;178,5;34,5;80,25;123;1;;A;
121726;Tratamiento quirúrgico completo de Hallus Valgus Simple y/o Metatarsus Varus Primus, Hallus Varus.;178,5;34,5;80,25;264;1;Este código 12.17.26 c;A;
121727;Tratamiento quirúrgico del dedo en garra en martillo, del quinto superducuts, del juanetillo de sastre.;61,5;30;80,25;175;1;Apliación de la norma.;A;NO FACTURABLE CON OTROS CODIGOS
121728;Exeresis del neuroma de Morton.;61,5;30;80,25;55;1;;A;
121801;Musculares, periarticulares, tendinosas, de fascias, de ganglión.;9;0;0;7;0;;A;
121802;Movilización forzada de articulación (bajo anestesia general).;21,75;0;80,25;27;0;;A;
121901;Fronda articulada para maxilares.;12,75;0;0;60;0;;A;
121902;Yeso para nariz.;9;0;0;10;0;;A;
121903;Minerva.;54;0;0;162;0;;A;
121904;Collar de Shani enyesado.;9;0;0;20;0;;A;
121905;Vendaje de Shani.;9;0;0;20;0;;A;
121906;Corsét. (X);39,75;0;0;110;0;;A;
121907;Corselete.;26,25;0;0;60;0;;A;
121908;Corset de Risser o similares. (X);106,5;0;0;162;0;;A;
121909;Lecho de Lorenz hasta cadera.;39,75;0;0;110;0;;A;
121910;Lecho de Lorenz hasta pie.;54;0;0;130;0;;A;
121911;Vendaje de Cíngulo para costilla. (X);9;0;0;30;0;;A;
121912;Vendaje en ocho enyesado. (X);12,75;0;0;20;0;;A;
121913;Vendaje de Robert Jones (acromio clavicular).;12,75;0;0;20;0;;A;
121914;Velpeau de yeso. (X);12,75;0;0;30;0;;A;
121915;Vendaje de Velpeau..;9;0;0;20;0;;A;
121916;Yeso tóraco-branquial. (X);54;0;0;110;0;;A;
121917;Yeso branquipalmar. (X);26,25;0;0;50;0;;A;
121918;Yeso colgante.;12,75;0;0;50;0;;A;
121919;Yeso antebraquipalmar. (X);12,75;0;0;50;0;;A;
121920;Mano de yeso. (X);9;0;0;20;0;;A;
121921;Valva larga de miembro superior. (X);12,75;0;0;20;0;;A;
121922;Valva corta de miembro superior. (X);9;0;0;20;0;;A;
121923;Yeso pelvipédico. (X);54;0;0;110;0;;A;
121924;Ducroquet.;39,75;0;0;50;0;;A;
121925;Calza de yeso (yeso cruropédico). (X);26,25;0;0;50;0;;A;
121926;Bota larga de yeso. (X);39,75;0;0;50;0;;A;
121927;Bota corta de yeso. (X);26,25;0;0;50;0;;A;
121928;Botín de yeso.;12,75;0;0;20;0;;A;
121929;Valva larga de miembro inferior. (X);26,25;0;0;20;0;;A;
121930;Valva corta de miembro inferior.;9;0;0;20;0;;A;
121931;Pasta de unna.;9;0;0;20;0;;A;
121932;Tracción contínua cutánea, tracción de partes blandas con frondas, vendajes, adhesivos, etc. (X);26,25;0;0;50;0;;A;
121933;Tracción contínua tipo Cotrel (céfalo-pélvico).;80,25;0;0;163;0;;A;
121934;Tracción contínua esquelética cefálica.;66;0;0;130;0;;A;
121935;Tracción contínua esquelética cefalopélvica o cefalofemoral.;106,5;0;0;162;0;;A;
121936;Tracción contínua esquelética de miembro superior o inferior. (X);26,25;0;0;60;0;;A;
121937;INJERTOS DE MIEMBROS CON MICROCIRUGIA;;;;;;;;
122001;ARTROSCOPIA DE HOMBRO;;;;;;;;
122002;ARTROSCOPIA DE RODILLA;;;;;;;;
122003;ARTROSCOPIA DE RODILLA CON REPARACION DE LIGAMENTO CRUZADO;;;;;;;;
130101;Escisión de quiste dermoideo sacrococcigeo.;80,25;30;80,25;141;1;;A;
130102;Escisión amplia de lesión de piel comprendiendo estructuras vecinas por tumor maligno (incluye reparación plástica). (X);61,5;30;80,25;120;1;;A;
130103;Escisión radical de angioma cavernoso mayor de 5 cm. diámetro (incluye reparación plástica).;80,25;30;80,25;177;1;;A;
130104;Escisión local de lesión de piel o glándula de piel cicatrizal, inflamatoria o tumoral benigna (quiste sebáceo, antrax, nevus, etc.). (X);21,75;0;0;45;0;;A;
130105;Incisión y drenaje de abceso, superficial, hidrosadenitis, quiste sebáseo infectado, forúnculo, panadizo, hematoma, antrax, etc. Extracción de cuerpo extra?o superficial. (X);12,75;0;0;26;0;;A;
130106;Destrucción de lesión de piel (verruga, queratosis senil, fibroma, nevus, etc.) por electrocoagulación o aplicación de sustancias químicas (hasta 5 elementos). Tratamiento completo.;9;0;0;26;0;;A;
130107;Destrucción de lesión de piel (verruga, queratosis senil, fibroma, nevus, etc.) por electrocoagulación o aplicación de sustancias químicas (más de 5 elementos). Tratamiento completo;12,75;0;0;45;0;En las lesiones múltipl;A;
130108;Biopsia de piel y/o tejido celular subcutáneo y/o muscular. (X);12,75;0;0;26;0;;A;
130109;Escisión de u?a lecho o repliegue ungueneal. (X);21,75;0;0;26;0;;A;
130110;Sutura de herida. (X);30;0;0;45;0;Los gastos de curacion;A;NO FACTURABLE CON OTROS CODIGOS
130112;Escisión de tumor de tejido celular subcutáneo (lipoma).;21,75;0;0;47;0;;A;
130113;Escisión de lipoma gigante (con reconocimiento previo de la obra social).;61,5;30;80,25;118;1;;A;
130114;Incisión y drenaje de abceso profundo subaponeurótico. Extracción de cuerpo extra?o profundo. (X);30;0;0;45;0;Los gastos de curacion;A;
130115;"Implantación de ""Pellets"" en tejido subcutáneo.";0;0;0;26;0;;A;INCLUIDO EN CONSULTA
